Dateiname;Ort;Kategorie/Signatur;Typ;Datum;Nummer;Format;Dateigröße
Helgoland, Restaurant_F Mon 3514_Speisekarte_Mai 1923;Helgoland, Restaurant;F Mon 3514;Speisekarte;01.05.1923;;DIR;56,806 MB
Helgoland, Restaurant_F Mon 3514_Speisekarte_Mai 1923_01.jpg;Helgoland, Restaurant;;Speisekarte;01.05.1923;1;JPG;20,921 MB
Helgoland, Restaurant_F Mon 3514_Speisekarte_Mai 1923_02.jpg;Helgoland, Restaurant;;Speisekarte;01.05.1923;2;JPG;22,122 MB
Helgoland, Restaurant_F Mon 3514_Speisekarte_Mai 1923_03.jpg;Helgoland, Restaurant;;Speisekarte;01.05.1923;3;JPG;13,763 MB
Helgoland, Restaurant_F Mon 3520_Speisekarte_25.09.1923;Helgoland, Restaurant;F Mon 3520;Speisekarte;25.09.1923;;DIR;28,160 MB
Helgoland, Restaurant_F Mon 3520_Speisekarte_25.09.1923_01.jpg;Helgoland, Restaurant;;Speisekarte;25.09.1923;1;JPG;13,493 MB
Helgoland, Restaurant_F Mon 3520_Speisekarte_25.09.1923_02.jpg;Helgoland, Restaurant;;Speisekarte;25.09.1923;2;JPG;14,667 MB
Helgoland, Restaurant_F Mon 3521_Speisekarte_05.11.1923;Helgoland, Restaurant;F Mon 3521;Speisekarte;05.11.1923;;DIR;26,893 MB
Helgoland, Restaurant_F Mon 3521_Speisekarte_05.11.1923_01.jpg;Helgoland, Restaurant;;Speisekarte;05.11.1923;1;JPG;11,575 MB
Helgoland, Restaurant_F Mon 3521_Speisekarte_05.11.1923_02.jpg;Helgoland, Restaurant;;Speisekarte;05.11.1923;2;JPG;15,318 MB
Helgoland, Restaurant_F Mon 3522_Speisekarte_29.10.1924;Helgoland, Restaurant;F Mon 3522;Speisekarte;29.10.1924;;DIR;28,953 MB
Helgoland, Restaurant_F Mon 3522_Speisekarte_29.10.1924_01.jpg;Helgoland, Restaurant;;Speisekarte;29.10.1924;1;JPG;14,041 MB
Helgoland, Restaurant_F Mon 3522_Speisekarte_29.10.1924_02.jpg;Helgoland, Restaurant;;Speisekarte;29.10.1924;2;JPG;14,912 MB
Helgoland, Restaurant_o. Sign_Speisekarte_03.08.1922;Helgoland, Restaurant;o. Sign;Speisekarte;03.08.1922;;DIR;46,316 MB
Helgoland, Restaurant_o. Sign_Speisekarte_03.08.1922_01.jpg;Helgoland, Restaurant;;Speisekarte;03.08.1922;1;JPG;15,242 MB
Helgoland, Restaurant_o. Sign_Speisekarte_03.08.1922_02.jpg;Helgoland, Restaurant;;Speisekarte;03.08.1922;2;JPG;19,573 MB
Helgoland, Restaurant_o. Sign_Speisekarte_03.08.1922_03.jpg;Helgoland, Restaurant;;Speisekarte;03.08.1922;3;JPG;11,501 MB
Helgoland, Restaurant_o. Sign_Speisekarte_25.11.1923;Helgoland, Restaurant;o. Sign;Speisekarte;25.11.1923;;DIR;36,474 MB
Helgoland, Restaurant_o. Sign_Speisekarte_25.11.1923_01.jpg;Helgoland, Restaurant;;Speisekarte;25.11.1923;1;JPG;20,461 MB
Helgoland, Restaurant_o. Sign_Speisekarte_25.11.1923_02.jpg;Helgoland, Restaurant;;Speisekarte;25.11.1923;2;JPG;16,013 MB
Hippodrom;Hippodrom;;;;;DIR;57,794 MB
Hippodrom, Festzelt_Speisen und Getränke_Oktoberfest 1965;Hippodrom, Festzelt;;Speisen und Getränke;Oktoberfest 1965;;DIR;57,794 MB
Hippodrom, Festzelt_Speisen und Getränke_Oktoberfest 1965_01.jpg;Hippodrom, Festzelt;;Speisen und Getränke;Oktoberfest 1965;1;JPG;39,142 MB
Hippodrom, Festzelt_Speisen und Getränke_Oktoberfest 1965_02.jpg;Hippodrom, Festzelt;;Speisen und Getränke;Oktoberfest 1965;2;JPG;18,653 MB
Hofbräuhaus;Hofbräuhaus;;;;;DIR;1,005 GB
Hofbräuhaus, Festhalle_Speisenkarte_Oktoberfest 1965;Hofbräuhaus, Festhalle;;Speisenkarte;Oktoberfest 1965;;DIR;11,313 MB
Hofbräuhaus, Festhalle_Speisenkarte_Oktoberfest 1965_01.jpg;Hofbräuhaus, Festhalle;;Speisenkarte;Oktoberfest 1965;1;JPG;5,799 MB
Hofbräuhaus, Festhalle_Speisenkarte_Oktoberfest 1965_02.jpg;Hofbräuhaus, Festhalle;;Speisenkarte;Oktoberfest 1965;2;JPG;5,514 MB
Hofbräuhaus, Münchner_Abend-Karte_19.04.1910;Hofbräuhaus, Münchner;;Abend-Karte;19.04.1910;;DIR;81,969 MB
Hofbräuhaus, Münchner_Abend-Karte_19.04.1910_01.jpg;Hofbräuhaus, Münchner;;Abend-Karte;19.04.1910;1;JPG;26,515 MB
Hofbräuhaus, Münchner_Abend-Karte_19.04.1910_02.jpg;Hofbräuhaus, Münchner;;Abend-Karte;19.04.1910;2;JPG;28,746 MB
Hofbräuhaus, Münchner_Abend-Karte_19.04.1910_03.jpg;Hofbräuhaus, Münchner;;Abend-Karte;19.04.1910;3;JPG;26,708 MB
Hofbräuhaus, Münchner_Abend-Karte_20.09.1915;Hofbräuhaus, Münchner;;Abend-Karte;20.09.1915;;DIR;80,718 MB
Hofbräuhaus, Münchner_Abend-Karte_20.09.1915_01.jpg;Hofbräuhaus, Münchner;;Abend-Karte;20.09.1915;1;JPG;25,041 MB
Hofbräuhaus, Münchner_Abend-Karte_20.09.1915_02.jpg;Hofbräuhaus, Münchner;;Abend-Karte;20.09.1915;2;JPG;29,170 MB
Hofbräuhaus, Münchner_Abend-Karte_20.09.1915_03.jpg;Hofbräuhaus, Münchner;;Abend-Karte;20.09.1915;3;JPG;26,507 MB
Hofbräuhaus, Münchner_F Mon 3486_Kriegs-Speisenkarte_01.10.1919;Hofbräuhaus, Münchner;F Mon 3486;Kriegs-Speisenkarte;01.10.1919;;DIR;35,379 MB
Hofbräuhaus, Münchner_F Mon 3486_Kriegs-Speisenkarte_01.10.1919_01.jpg;Hofbräuhaus, Münchner;;Kriegs-Speisenkarte;01.10.1919;1;JPG;9,091 MB
Hofbräuhaus, Münchner_F Mon 3486_Kriegs-Speisenkarte_01.10.1919_02.jpg;Hofbräuhaus, Münchner;;Kriegs-Speisenkarte;01.10.1919;2;JPG;16,198 MB
Hofbräuhaus, Münchner_F Mon 3486_Kriegs-Speisenkarte_01.10.1919_03.jpg;Hofbräuhaus, Münchner;;Kriegs-Speisenkarte;01.10.1919;3;JPG;10,090 MB
Hofbräuhaus, Münchner_F Mon 3517_Speisen-Karte_Mai 1923;Hofbräuhaus, Münchner;F Mon 3517;Speisen-Karte;01.05.1923;;DIR;41,322 MB
Hofbräuhaus, Münchner_F Mon 3517_Speisen-Karte_Mai 1923_01.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;01.05.1923;1;JPG;11,649 MB
Hofbräuhaus, Münchner_F Mon 3517_Speisen-Karte_Mai 1923_02.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;01.05.1923;2;JPG;29,673 MB
Hofbräuhaus, Münchner_F Mon 3518_Speisen-Karte_Juni 1923;Hofbräuhaus, Münchner;F Mon 3518;Speisen-Karte;01.06.1923;;DIR;54,524 MB
Hofbräuhaus, Münchner_F Mon 3518_Speisen-Karte_Juni 1923_01.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;01.06.1923;1;JPG;11,243 MB
Hofbräuhaus, Münchner_F Mon 3518_Speisen-Karte_Juni 1923_02.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;01.06.1923;2;JPG;30,056 MB
Hofbräuhaus, Münchner_F Mon 3518_Speisen-Karte_Juni 1923_03.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;01.06.1923;3;JPG;13,224 MB
Hofbräuhaus, Münchner_F Mon 610_Abend-Karte_31.10.1911;Hofbräuhaus, Münchner;F Mon 610;Abend-Karte;31.10.1911;;DIR;78,716 MB
Hofbräuhaus, Münchner_F Mon 610_Abend-Karte_31.10.1911_01.jpg;Hofbräuhaus, Münchner;;Abend-Karte;31.10.1911;1;JPG;25,342 MB
Hofbräuhaus, Münchner_F Mon 610_Abend-Karte_31.10.1911_02.jpg;Hofbräuhaus, Münchner;;Abend-Karte;31.10.1911;2;JPG;28,389 MB
Hofbräuhaus, Münchner_F Mon 610_Abend-Karte_31.10.1911_03.jpg;Hofbräuhaus, Münchner;;Abend-Karte;31.10.1911;3;JPG;24,986 MB
Hofbräuhaus, Münchner_Mittag-Karte_1906;Hofbräuhaus, Münchner;;Mittag-Karte;20.03.1905;;DIR;75,138 MB
Hofbräuhaus, Münchner_Mittag-Karte_1906_01.jpg;Hofbräuhaus, Münchner;;Mittag-Karte;20.03.1905;1;JPG;24,803 MB
Hofbräuhaus, Münchner_Mittag-Karte_1906_02.jpg;Hofbräuhaus, Münchner;;Mittag-Karte;20.03.1905;2;JPG;25,043 MB
Hofbräuhaus, Münchner_Mittag-Karte_1906_03.jpg;Hofbräuhaus, Münchner;;Mittag-Karte;20.03.1905;3;JPG;25,292 MB
Hofbräuhaus, Münchner_Speisekarte_ca. 1955;Hofbräuhaus, Münchner;;Speisekarte;ca. 1955;;DIR;81,455 MB
Hofbräuhaus, Münchner_Speisekarte_ca. 1955_01.jpg;Hofbräuhaus, Münchner;;Speisekarte;ca. 1955;1;JPG;25,578 MB
Hofbräuhaus, Münchner_Speisekarte_ca. 1955_02.jpg;Hofbräuhaus, Münchner;;Speisekarte;ca. 1955;2;JPG;30,918 MB
Hofbräuhaus, Münchner_Speisekarte_ca. 1955_03.jpg;Hofbräuhaus, Münchner;;Speisekarte;ca. 1955;3;JPG;24,959 MB
Hofbräuhaus, Münchner_Speisen-Karte_05-06.09.1959;Hofbräuhaus, Münchner;;Speisen-Karte;05-06.09.1959;;DIR;55,773 MB
Hofbräuhaus, Münchner_Speisen-Karte_05-06.09.1959_01.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;05-06.09.1959;1;JPG;19,985 MB
Hofbräuhaus, Münchner_Speisen-Karte_05-06.09.1959_02.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;05-06.09.1959;2;JPG;20,044 MB
Hofbräuhaus, Münchner_Speisen-Karte_05-06.09.1959_03.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;05-06.09.1959;3;JPG;15,743 MB
Hofbräuhaus, Münchner_Speisen-Karte_06.11.1959;Hofbräuhaus, Münchner;;Speisen-Karte;06.11.1959;;DIR;63,546 MB
Hofbräuhaus, Münchner_Speisen-Karte_06.11.1959_01.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;06.11.1959;1;JPG;20,319 MB
Hofbräuhaus, Münchner_Speisen-Karte_06.11.1959_02.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;06.11.1959;2;JPG;25,258 MB
Hofbräuhaus, Münchner_Speisen-Karte_06.11.1959_03.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;06.11.1959;3;JPG;17,969 MB
Hofbräuhaus, Münchner_Speisen-Karte_07-08.11.1959;Hofbräuhaus, Münchner;;Speisen-Karte;07-08.11.1959;;DIR;64,031 MB
Hofbräuhaus, Münchner_Speisen-Karte_07-08.11.1959_01.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;07-08.11.1959;1;JPG;20,885 MB
Hofbräuhaus, Münchner_Speisen-Karte_07-08.11.1959_02.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;07-08.11.1959;2;JPG;25,251 MB
Hofbräuhaus, Münchner_Speisen-Karte_07-08.11.1959_03.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;07-08.11.1959;3;JPG;17,895 MB
Hofbräuhaus, Münchner_Speisen-Karte_08.09.1959;Hofbräuhaus, Münchner;;Speisen-Karte;08.09.1959;;DIR;56,552 MB
Hofbräuhaus, Münchner_Speisen-Karte_08.09.1959_01.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;08.09.1959;1;JPG;16,840 MB
Hofbräuhaus, Münchner_Speisen-Karte_08.09.1959_02.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;08.09.1959;2;JPG;25,186 MB
Hofbräuhaus, Münchner_Speisen-Karte_08.09.1959_03.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;08.09.1959;3;JPG;14,525 MB
Hofbräuhaus, Münchner_Speisen-Karte_09.11.1959;Hofbräuhaus, Münchner;;Speisen-Karte;09.11.1959;;DIR;55,704 MB
Hofbräuhaus, Münchner_Speisen-Karte_09.11.1959_01.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;09.11.1959;1;JPG;17,099 MB
Hofbräuhaus, Münchner_Speisen-Karte_09.11.1959_02.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;09.11.1959;2;JPG;20,777 MB
Hofbräuhaus, Münchner_Speisen-Karte_09.11.1959_03.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;09.11.1959;3;JPG;17,828 MB
Hofbräuhaus, Münchner_Speisen-Karte_10.09.1959;Hofbräuhaus, Münchner;;Speisen-Karte;10.09.1959;;DIR;54,650 MB
Hofbräuhaus, Münchner_Speisen-Karte_10.09.1959_01.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;10.09.1959;1;JPG;16,829 MB
Hofbräuhaus, Münchner_Speisen-Karte_10.09.1959_02.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;10.09.1959;2;JPG;20,380 MB
Hofbräuhaus, Münchner_Speisen-Karte_10.09.1959_03.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;10.09.1959;3;JPG;17,442 MB
Hofbräuhaus, Münchner_Speisen-Karte_1906;Hofbräuhaus, Münchner;;Speisen-Karte;20.03.1905;;DIR;71,904 MB
Hofbräuhaus, Münchner_Speisen-Karte_1906_01.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;20.03.1905;1;JPG;20,287 MB
Hofbräuhaus, Münchner_Speisen-Karte_1906_02.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;20.03.1905;2;JPG;31,075 MB
Hofbräuhaus, Münchner_Speisen-Karte_1906_03.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;20.03.1905;3;JPG;20,542 MB
Hofbräuhaus, Münchner_Speisen-Karte_ca. 1906;Hofbräuhaus, Münchner;;Speisen-Karte;ca. 1906;;DIR;66,407 MB
Hofbräuhaus, Münchner_Speisen-Karte_ca. 1906_01.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;ca. 1906;1;JPG;20,023 MB
Hofbräuhaus, Münchner_Speisen-Karte_ca. 1906_02.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;ca. 1906;2;JPG;26,657 MB
Hofbräuhaus, Münchner_Speisen-Karte_ca. 1906_03.jpg;Hofbräuhaus, Münchner;;Speisen-Karte;ca. 1906;3;JPG;19,727 MB
Hoffmann Hotelbetriebe KG;Hoffmann Hotelbetriebe KG;;;;;DIR;40,591 MB
Hoffmann Hotelbetriebe KG_Das Wirtshaus im Spessart_Speisenkarte_1959;Hoffmann Hotelbetriebe KG;Das Wirtshaus im Spessart;Speisenkarte;12.05.1905;;DIR;13,835 MB
Hoffmann Hotelbetriebe KG_Das Wirtshaus im Spessart_Speisenkarte_1959_01.jpg;Hoffmann Hotelbetriebe KG;;Speisenkarte;12.05.1905;1;JPG;7,119 MB
Hoffmann Hotelbetriebe KG_Das Wirtshaus im Spessart_Speisenkarte_1959_02.jpg;Hoffmann Hotelbetriebe KG;;Speisenkarte;12.05.1905;2;JPG;3,684 MB
Hoffmann Hotelbetriebe KG_Das Wirtshaus im Spessart_Speisenkarte_1959_03.jpg;Hoffmann Hotelbetriebe KG;;Speisenkarte;12.05.1905;3;JPG;3,032 MB
Hoffmann Hotelbetriebe KG_JKOFA_Speisen und Getränke_21-29.09.1968;Hoffmann Hotelbetriebe KG;JKOFA;Speisen und Getränke;21-29.09.1968;;DIR;26,756 MB
Hoffmann Hotelbetriebe KG_JKOFA_Speisen und Getränke_21-29.09.1968_01.jpg;Hoffmann Hotelbetriebe KG;;Speisen und Getränke;21-29.09.1968;1;JPG;8,970 MB
Hoffmann Hotelbetriebe KG_JKOFA_Speisen und Getränke_21-29.09.1968_02.jpg;Hoffmann Hotelbetriebe KG;;Speisen und Getränke;21-29.09.1968;2;JPG;5,548 MB
Hoffmann Hotelbetriebe KG_JKOFA_Speisen und Getränke_21-29.09.1968_03.jpg;Hoffmann Hotelbetriebe KG;;Speisen und Getränke;21-29.09.1968;3;JPG;6,622 MB
Hoffmann Hotelbetriebe KG_JKOFA_Speisen und Getränke_21-29.09.1968_04.jpg;Hoffmann Hotelbetriebe KG;;Speisen und Getränke;21-29.09.1968;4;JPG;5,615 MB
Holzkirchner Bahnhof;Holzkirchner Bahnhof;;;;;DIR;30,472 MB
Holzkirchner Bahnhof, Gaststätten am_Speisen-Karte_27.08.1938;Holzkirchner Bahnhof, Gaststätten am;;Speisen-Karte;27.08.1938;;DIR;30,472 MB
Holzkirchner Bahnhof, Gaststätten am_Speisen-Karte_27.08.1938_01.jpg;Holzkirchner Bahnhof, Gaststätten am;;Speisen-Karte;27.08.1938;1;JPG;6,880 MB
Holzkirchner Bahnhof, Gaststätten am_Speisen-Karte_27.08.1938_02.jpg;Holzkirchner Bahnhof, Gaststätten am;;Speisen-Karte;27.08.1938;2;JPG;23,592 MB
Holzmüllerstuben;Holzmüllerstuben;;;;;DIR;19,156 MB
Holzmüllerstuben_Speisenkarte für die Weinstuben_01.03.1949;Holzmüllerstuben;;Speisenkarte für die Weinstuben;01.03.1949;;DIR;19,156 MB
Holzmüllerstuben_Speisenkarte für die Weinstuben_01.03.1949_01.jpg;Holzmüllerstuben;;Speisenkarte für die Weinstuben;01.03.1949;1;JPG;5,225 MB
Holzmüllerstuben_Speisenkarte für die Weinstuben_01.03.1949_02.jpg;Holzmüllerstuben;;Speisenkarte für die Weinstuben;01.03.1949;2;JPG;9,608 MB
Holzmüllerstuben_Speisenkarte für die Weinstuben_01.03.1949_03.jpg;Holzmüllerstuben;;Speisenkarte für die Weinstuben;01.03.1949;3;JPG;4,323 MB
Humplmayr;Humplmayr;;;;;DIR;73,217 MB
Humplmayr_Carte des Vins_1959;Humplmayr;;Carte des Vins;12.05.1905;;DIR;44,984 MB
Humplmayr_Carte des Vins_1959_01.jpg;Humplmayr;;Carte des Vins;12.05.1905;1;JPG;9,527 MB
Humplmayr_Carte des Vins_1959_02.jpg;Humplmayr;;Carte des Vins;12.05.1905;2;JPG;23,679 MB
Humplmayr_Carte des Vins_1959_03.jpg;Humplmayr;;Carte des Vins;12.05.1905;3;JPG;11,777 MB
Humplmayr_Speisenkarte_1959;Humplmayr;;Speisenkarte;12.05.1905;;DIR;28,233 MB
Humplmayr_Speisenkarte_1959_01.jpg;Humplmayr;;Speisenkarte;12.05.1905;1;JPG;10,469 MB
Humplmayr_Speisenkarte_1959_02.jpg;Humplmayr;;Speisenkarte;12.05.1905;2;JPG;17,764 MB
Indisches Restaurant;Indisches Restaurant;;;;;DIR;21,447 MB
Indisches Restaurant_Speisekarte_ohne Datum;Indisches Restaurant;;Speisekarte;ohne Datum;;DIR;21,447 MB
Indisches Restaurant_Speisekarte_ohne Datum_01.jpg;Indisches Restaurant;;Speisekarte;ohne Datum;1;JPG;12,840 MB
Indisches Restaurant_Speisekarte_ohne Datum_02.jpg;Indisches Restaurant;;Speisekarte;ohne Datum;2;JPG;8,607 MB
Insel Helgoland, Restaurant zur_F Mon 3398_Speisen-Karte_05.11.1916;Insel Helgoland, Restaurant zur;F Mon 3398;Speisen-Karte;05.11.1916;;DIR;36,508 MB
Insel Helgoland, Restaurant zur_F Mon 3398_Speisen-Karte_05.11.1916_01.jpg;Insel Helgoland, Restaurant zur;;Speisen-Karte;05.11.1916;1;JPG;9,410 MB
Insel Helgoland, Restaurant zur_F Mon 3398_Speisen-Karte_05.11.1916_02.jpg;Insel Helgoland, Restaurant zur;;Speisen-Karte;05.11.1916;2;JPG;9,647 MB
Insel Helgoland, Restaurant zur_F Mon 3398_Speisen-Karte_05.11.1916_03.jpg;Insel Helgoland, Restaurant zur;;Speisen-Karte;05.11.1916;3;JPG;8,339 MB
Insel Helgoland, Restaurant zur_F Mon 3398_Speisen-Karte_05.11.1916_04.jpg;Insel Helgoland, Restaurant zur;;Speisen-Karte;05.11.1916;4;JPG;9,112 MB
Insel Helgoland, Restaurant zur_F Mon 3452_Kriegs-Speisenkarte_30.03.1917;Insel Helgoland, Restaurant zur;F Mon 3452;Kriegs-Speisenkarte;30.03.1917;;DIR;28,036 MB
Insel Helgoland, Restaurant zur_F Mon 3452_Kriegs-Speisenkarte_30.03.1917_01.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;30.03.1917;1;JPG;8,294 MB
Insel Helgoland, Restaurant zur_F Mon 3452_Kriegs-Speisenkarte_30.03.1917_02.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;30.03.1917;2;JPG;12,598 MB
Insel Helgoland, Restaurant zur_F Mon 3452_Kriegs-Speisenkarte_30.03.1917_03.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;30.03.1917;3;JPG;7,144 MB
Insel Helgoland, Restaurant zur_F Mon 3458_Kriegs-Speisenkarte_14.07.1917;Insel Helgoland, Restaurant zur;F Mon 3458;Kriegs-Speisenkarte;14.07.1917;;DIR;32,073 MB
Insel Helgoland, Restaurant zur_F Mon 3458_Kriegs-Speisenkarte_14.07.1917_01.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;14.07.1917;1;JPG;8,713 MB
Insel Helgoland, Restaurant zur_F Mon 3458_Kriegs-Speisenkarte_14.07.1917_02.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;14.07.1917;2;JPG;14,954 MB
Insel Helgoland, Restaurant zur_F Mon 3458_Kriegs-Speisenkarte_14.07.1917_03.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;14.07.1917;3;JPG;8,405 MB
Insel Helgoland, Restaurant zur_F Mon 3465_Kriegs-Speisenkarte_20.11.1917;Insel Helgoland, Restaurant zur;F Mon 3465;Kriegs-Speisenkarte;20.11.1917;;DIR;31,403 MB
Insel Helgoland, Restaurant zur_F Mon 3465_Kriegs-Speisenkarte_20.11.1917_01.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;20.11.1917;1;JPG;8,914 MB
Insel Helgoland, Restaurant zur_F Mon 3465_Kriegs-Speisenkarte_20.11.1917_02.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;20.11.1917;2;JPG;14,234 MB
Insel Helgoland, Restaurant zur_F Mon 3465_Kriegs-Speisenkarte_20.11.1917_03.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;20.11.1917;3;JPG;8,256 MB
Insel Helgoland, Restaurant zur_F Mon 3472_Kriegs-Speisenkarte_02.02.1917;Insel Helgoland, Restaurant zur;F Mon 3472;Kriegs-Speisenkarte;02.02.1917;;DIR;28,140 MB
Insel Helgoland, Restaurant zur_F Mon 3472_Kriegs-Speisenkarte_02.02.1917_01.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;02.02.1917;1;JPG;8,929 MB
Insel Helgoland, Restaurant zur_F Mon 3472_Kriegs-Speisenkarte_02.02.1917_02.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;02.02.1917;2;JPG;11,908 MB
Insel Helgoland, Restaurant zur_F Mon 3472_Kriegs-Speisenkarte_02.02.1917_03.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;02.02.1917;3;JPG;7,303 MB
Insel Helgoland, Restaurant zur_F Mon 3474_Kriegs-Speisenkarte_01.02.1917;Insel Helgoland, Restaurant zur;F Mon 3474;Kriegs-Speisenkarte;01.02.1917;;DIR;31,014 MB
Insel Helgoland, Restaurant zur_F Mon 3474_Kriegs-Speisenkarte_01.02.1917_01.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;1;JPG;7,742 MB
Insel Helgoland, Restaurant zur_F Mon 3474_Kriegs-Speisenkarte_01.02.1917_02.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;2;JPG;16,098 MB
Insel Helgoland, Restaurant zur_F Mon 3474_Kriegs-Speisenkarte_01.02.1917_03.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;3;JPG;7,173 MB
Insel Helgoland, Restaurant zur_F Mon 3475_Kriegs-Speisenkarte_Februar 1917;Insel Helgoland, Restaurant zur;F Mon 3475;Kriegs-Speisenkarte;01.02.1917;;DIR;29,759 MB
Insel Helgoland, Restaurant zur_F Mon 3475_Kriegs-Speisenkarte_Februar 1917_01.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;1;JPG;8,166 MB
Insel Helgoland, Restaurant zur_F Mon 3475_Kriegs-Speisenkarte_Februar 1917_02.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;2;JPG;14,646 MB
Insel Helgoland, Restaurant zur_F Mon 3475_Kriegs-Speisenkarte_Februar 1917_03.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;3;JPG;6,947 MB
Insel Helgoland, Restaurant zur_F Mon 3476_Kriegs-Speisenkarte_Februar 1917;Insel Helgoland, Restaurant zur;F Mon 3476;Kriegs-Speisenkarte;01.02.1917;;DIR;29,954 MB
Insel Helgoland, Restaurant zur_F Mon 3476_Kriegs-Speisenkarte_Februar 1917_01.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;1;JPG;8,328 MB
Insel Helgoland, Restaurant zur_F Mon 3476_Kriegs-Speisenkarte_Februar 1917_02.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;2;JPG;14,431 MB
Insel Helgoland, Restaurant zur_F Mon 3476_Kriegs-Speisenkarte_Februar 1917_03.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;3;JPG;7,196 MB
Insel Helgoland, Restaurant zur_F Mon 3477_Kriegs-Speisenkarte_Februar 1917;Insel Helgoland, Restaurant zur;F Mon 3477;Kriegs-Speisenkarte;01.02.1917;;DIR;29,229 MB
Insel Helgoland, Restaurant zur_F Mon 3477_Kriegs-Speisenkarte_Februar 1917_01.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;1;JPG;7,925 MB
Insel Helgoland, Restaurant zur_F Mon 3477_Kriegs-Speisenkarte_Februar 1917_02.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;2;JPG;14,500 MB
Insel Helgoland, Restaurant zur_F Mon 3477_Kriegs-Speisenkarte_Februar 1917_03.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;3;JPG;6,804 MB
Insel Helgoland, Restaurant zur_F Mon 3478_Kriegs-Speisenkarte_Februar 1917;Insel Helgoland, Restaurant zur;F Mon 3478;Kriegs-Speisenkarte;01.02.1917;;DIR;30,616 MB
Insel Helgoland, Restaurant zur_F Mon 3478_Kriegs-Speisenkarte_Februar 1917_01.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;1;JPG;8,548 MB
Insel Helgoland, Restaurant zur_F Mon 3478_Kriegs-Speisenkarte_Februar 1917_02.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;2;JPG;14,869 MB
Insel Helgoland, Restaurant zur_F Mon 3478_Kriegs-Speisenkarte_Februar 1917_03.jpg;Insel Helgoland, Restaurant zur;;Kriegs-Speisenkarte;01.02.1917;3;JPG;7,199 MB
